x,y,street_count,geometry,out_degree,in_degree
-8.5980519,41.1590731,3,POINT (-8.5980519 41.1590731),2,2
-8.5979698,41.160975,1,POINT (-8.5979698 41.160975),1,1
-8.5975254,41.166228,3,POINT (-8.5975254 41.166228),2,1
-8.593186,41.1664025,3,POINT (-8.593185999999999 41.1664025),3,2
-8.5942307,41.1649573,3,POINT (-8.594230700000001 41.1649573),1,2
-8.6628391,41.1637884,3,POINT (-8.662839099999999 41.1637884),2,3
-8.6571788,41.1705033,3,POINT (-8.657178800000001 41.1705033),3,3
-8.6550308,41.1730951,5,POINT (-8.6550308 41.1730951),3,4
-8.5843902,41.1646164,3,POINT (-8.5843902 41.1646164),3,3
-8.582209,41.1639651,3,POINT (-8.582209000000001 41.1639651),2,1
-8.5861261,41.1632036,3,POINT (-8.5861261 41.1632036),2,2
-8.5851715,41.164897,3,POINT (-8.5851715 41.164897),3,3
-8.5899295,41.1686383,3,POINT (-8.5899295 41.1686383),2,1
-8.5855356,41.1630296,3,POINT (-8.5855356 41.1630296),1,2
-8.5870973,41.1659747,3,POINT (-8.5870973 41.1659747),3,3
-8.5862501,41.1652519,3,POINT (-8.586250100000001 41.1652519),3,3
-8.5908796,41.1600256,4,POINT (-8.590879599999999 41.1600256),2,2
-8.5911631,41.1594247,3,POINT (-8.591163099999999 41.1594247),1,2
-8.6618451,41.1765905,3,POINT (-8.661845100000001 41.1765905),1,2
-8.6631959,41.1769845,2,POINT (-8.6631959 41.1769845),2,1
-8.5885281,41.1671136,1,POINT (-8.5885281 41.1671136),1,1
-8.5932799,41.1700986,3,POINT (-8.593279900000001 41.1700986),3,3
-8.6623152,41.1770694,3,POINT (-8.6623152 41.1770694),2,1
-8.6619819,41.1766406,3,POINT (-8.661981900000001 41.1766406),1,2
-8.6575202,41.1706814,4,POINT (-8.6575202 41.1706814),3,3
-8.6516917,41.1748255,3,POINT (-8.651691700000001 41.1748255),1,1
-8.5824412,41.1653447,3,POINT (-8.5824412 41.1653447),2,2
-8.5819235,41.1653477,3,POINT (-8.5819235 41.1653477),2,2
-8.5818303,41.1655249,3,POINT (-8.5818303 41.1655249),2,1
-8.5821759,41.1653453,3,POINT (-8.582175899999999 41.1653453),1,2
-8.5840489,41.1631458,3,POINT (-8.584048900000001 41.1631458),1,2
-8.6233537,41.1709128,3,POINT (-8.623353699999999 41.1709128),1,2
-8.6230011,41.1708945,3,POINT (-8.6230011 41.1708945),2,1
-8.6233032,41.1704908,3,POINT (-8.623303200000001 41.1704908),2,1
-8.5980485,41.1621916,3,POINT (-8.598048500000001 41.1621916),2,2
-8.5988427,41.1616882,1,POINT (-8.598842700000001 41.1616882),1,1
-8.5972921,41.1700292,3,POINT (-8.597292100000001 41.1700292),2,2
-8.6052572,41.1737054,3,POINT (-8.6052572 41.1737054),2,2
-8.6055495,41.1737461,3,POINT (-8.6055495 41.1737461),2,1
-8.6058841,41.1738436,3,POINT (-8.605884100000001 41.1738436),2,3
-8.5997536,41.1746799,4,POINT (-8.5997536 41.1746799),4,4
-8.6012372,41.1737971,3,POINT (-8.6012372 41.1737971),3,3
-8.5989794,41.1733718,3,POINT (-8.598979399999999 41.1733718),3,3
-8.6060761,41.1743536,3,POINT (-8.606076099999999 41.1743536),3,3
-8.6177653,41.1710875,4,POINT (-8.6177653 41.1710875),2,3
-8.6170037,41.1737785,3,POINT (-8.6170037 41.1737785),2,2
-8.5975134,41.1722701,3,POINT (-8.5975134 41.1722701),1,2
-8.5964557,41.1726276,3,POINT (-8.5964557 41.1726276),3,2
-8.5981883,41.1720362,4,POINT (-8.5981883 41.1720362),3,3
-8.5990691,41.1644174,4,POINT (-8.599069099999999 41.1644174),4,3
-8.6025153,41.1545412,3,POINT (-8.6025153 41.1545412),2,1
-8.6063233,41.1785504,3,POINT (-8.6063233 41.1785504),2,1
-8.6039188,41.1763862,4,POINT (-8.603918800000001 41.1763862),3,3
-8.606237,41.1783471,3,POINT (-8.606237 41.1783471),1,2
-8.6001937,41.1758894,3,POINT (-8.6001937 41.1758894),2,3
-8.6037607,41.1737035,4,POINT (-8.6037607 41.1737035),4,4
-8.5911919,41.1562443,3,POINT (-8.5911919 41.1562443),1,2
-8.5850175,41.1608546,3,POINT (-8.585017499999999 41.1608546),1,2
-8.5828033,41.1633002,3,POINT (-8.5828033 41.1633002),2,1
-8.589153,41.1640213,3,POINT (-8.589153 41.1640213),1,2
-8.6748615,41.1526115,3,POINT (-8.6748615 41.1526115),1,2
-8.5813789,41.1617012,3,POINT (-8.581378900000001 41.1617012),1,2
-8.5803064,41.1639561,3,POINT (-8.5803064 41.1639561),1,2
-8.5799505,41.1640906,3,POINT (-8.579950500000001 41.1640906),2,1
-8.577157,41.1654484,3,POINT (-8.577157 41.1654484),1,2
-8.5771391,41.1655795,3,POINT (-8.5771391 41.1655795),2,1
-8.5787479,41.1648191,3,POINT (-8.5787479 41.1648191),3,2
-8.5939915,41.1508771,3,POINT (-8.5939915 41.1508771),3,2
-8.5911068,41.1555492,3,POINT (-8.5911068 41.1555492),2,2
-8.591988,41.1525454,3,POINT (-8.591988000000001 41.1525454),3,3
-8.5935685,41.1509726,3,POINT (-8.5935685 41.1509726),2,3
-8.5852078,41.1555733,3,POINT (-8.585207799999999 41.1555733),1,2
-8.584751,41.1558137,3,POINT (-8.584751000000001 41.1558137),2,1
-8.5847749,41.1560588,3,POINT (-8.584774899999999 41.1560588),1,2
-8.5851449,41.1466842,3,POINT (-8.5851449 41.1466842),3,3
-8.5831905,41.1535142,3,POINT (-8.583190500000001 41.1535142),2,2
-8.5825627,41.1535005,4,POINT (-8.5825627 41.1535005),2,2
-8.5816931,41.1540245,3,POINT (-8.581693100000001 41.1540245),2,1
-8.5821095,41.1543684,3,POINT (-8.5821095 41.1543684),2,1
-8.5823448,41.1543892,3,POINT (-8.5823448 41.1543892),1,2
-8.5829157,41.1538762,3,POINT (-8.582915699999999 41.1538762),2,1
-8.5826933,41.1528996,3,POINT (-8.582693300000001 41.1528996),2,2
-8.5915151,41.1555563,4,POINT (-8.591515100000001 41.1555563),1,2
-8.5848673,41.1580388,3,POINT (-8.584867300000001 41.1580388),2,2
-8.5851736,41.1573757,3,POINT (-8.585173599999999 41.1573757),2,2
-8.5797621,41.1561827,4,POINT (-8.5797621 41.1561827),2,2
-8.5785407,41.1562161,3,POINT (-8.5785407 41.1562161),2,2
-8.5786551,41.1585115,3,POINT (-8.578655100000001 41.1585115),2,1
-8.5797689,41.1562669,3,POINT (-8.579768899999999 41.1562669),2,1
-8.5819624,41.1543162,3,POINT (-8.5819624 41.1543162),1,2
-8.5830173,41.1564336,3,POINT (-8.5830173 41.1564336),1,2
-8.5824241,41.155432,3,POINT (-8.582424100000001 41.155432),2,1
-8.5820961,41.1554286,3,POINT (-8.582096099999999 41.1554286),1,2
-8.5826225,41.1562854,3,POINT (-8.582622499999999 41.1562854),1,2
-8.5821744,41.1557997,3,POINT (-8.5821744 41.1557997),2,2
-8.5822972,41.1563604,3,POINT (-8.582297199999999 41.1563604),2,2
-8.5805576,41.1561434,3,POINT (-8.580557600000001 41.1561434),2,1
-8.5804181,41.1559692,3,POINT (-8.580418099999999 41.1559692),2,2
-8.5802453,41.1562459,3,POINT (-8.5802453 41.1562459),2,1
-8.5802106,41.1561557,3,POINT (-8.580210599999999 41.1561557),1,2
-8.5805326,41.1562284,3,POINT (-8.5805326 41.1562284),1,2
-8.5804352,41.1563937,3,POINT (-8.5804352 41.1563937),2,2
-8.5818654,41.1548212,3,POINT (-8.5818654 41.1548212),1,2
-8.5768823,41.1665282,3,POINT (-8.576882299999999 41.1665282),3,2
-8.5786371,41.1649085,3,POINT (-8.5786371 41.1649085),2,3
-8.5767968,41.1666165,3,POINT (-8.5767968 41.1666165),2,3
-8.5784171,41.1603402,3,POINT (-8.578417099999999 41.1603402),1,2
-8.5786276,41.1579203,3,POINT (-8.578627600000001 41.1579203),1,2
-8.5817512,41.1516311,3,POINT (-8.581751199999999 41.1516311),3,3
-8.5743583,41.1525924,3,POINT (-8.5743583 41.1525924),3,2
-8.5746671,41.1566954,4,POINT (-8.574667099999999 41.1566954),4,3
-8.5751918,41.1568582,3,POINT (-8.575191800000001 41.1568582),1,2
-8.577353,41.1569772,3,POINT (-8.577353 41.1569772),1,2
-8.5782036,41.1574429,3,POINT (-8.5782036 41.1574429),2,2
-8.5786325,41.1586951,3,POINT (-8.578632499999999 41.1586951),2,2
-8.5736541,41.1533,3,POINT (-8.573654100000001 41.1533),3,3
-8.5740455,41.15464,3,POINT (-8.5740455 41.15464),3,3
-8.574202,41.1551769,3,POINT (-8.574202 41.1551769),3,3
-8.6093197,41.1729674,3,POINT (-8.6093197 41.1729674),1,2
-8.6061999,41.1709749,4,POINT (-8.6061999 41.1709749),2,3
-8.607905,41.1699536,3,POINT (-8.607905000000001 41.1699536),2,2
-8.6081611,41.1697339,3,POINT (-8.6081611 41.1697339),3,2
-8.6082111,41.1696899,3,POINT (-8.6082111 41.1696899),3,2
-8.6079414,41.1697067,3,POINT (-8.6079414 41.1697067),2,1
-8.6079482,41.1700362,4,POINT (-8.607948199999999 41.1700362),2,2
-8.6083251,41.1698499,3,POINT (-8.6083251 41.1698499),2,1
-8.6070771,41.1683575,3,POINT (-8.6070771 41.1683575),1,2
-8.6216055,41.1698496,3,POINT (-8.621605499999999 41.1698496),3,2
-8.6231372,41.1702881,3,POINT (-8.6231372 41.1702881),2,2
-8.6491163,41.1809053,4,POINT (-8.649116299999999 41.1809053),1,2
-8.5965553,41.1617417,4,POINT (-8.5965553 41.1617417),2,2
-8.590461,41.1562481,3,POINT (-8.590460999999999 41.1562481),1,2
-8.5904553,41.1555498,4,POINT (-8.5904553 41.1555498),3,2
-8.5910655,41.1565648,3,POINT (-8.591065499999999 41.1565648),1,2
-8.5916487,41.1595837,4,POINT (-8.5916487 41.1595837),2,2
-8.5917886,41.1602845,4,POINT (-8.591788599999999 41.1602845),3,2
-8.6034882,41.1693857,3,POINT (-8.603488199999999 41.1693857),3,2
-8.6043871,41.1684439,3,POINT (-8.6043871 41.1684439),1,2
-8.6057303,41.1696451,3,POINT (-8.605730299999999 41.1696451),3,2
-8.5974529,41.1653961,3,POINT (-8.5974529 41.1653961),2,2
-8.6648174,41.160794,3,POINT (-8.6648174 41.160794),2,1
-8.6640133,41.1596696,4,POINT (-8.664013300000001 41.1596696),2,2
-8.6626467,41.1616436,3,POINT (-8.6626467 41.1616436),1,2
-8.6094057,41.1813442,3,POINT (-8.6094057 41.1813442),3,2
-8.5970843,41.1822941,4,POINT (-8.597084300000001 41.1822941),2,1
-8.5972775,41.1823486,3,POINT (-8.597277500000001 41.1823486),1,1
-8.5971772,41.1821772,4,POINT (-8.597177200000001 41.1821772),2,2
-8.5992274,41.1779635,3,POINT (-8.5992274 41.1779635),2,2
-8.5947706,41.1802637,1,POINT (-8.5947706 41.1802637),1,1
-8.6008484,41.1739079,3,POINT (-8.6008484 41.1739079),2,3
-8.5994616,41.1716092,3,POINT (-8.5994616 41.1716092),2,2
-8.5972192,41.1820686,3,POINT (-8.5972192 41.1820686),1,2
-8.6438713,41.1703707,3,POINT (-8.643871300000001 41.1703707),2,3
-8.6421381,41.1707813,3,POINT (-8.6421381 41.1707813),2,1
-8.5990569,41.1491025,3,POINT (-8.599056900000001 41.1491025),2,1
-8.5816764,41.1657348,3,POINT (-8.581676399999999 41.1657348),2,2
-8.5790341,41.1711627,3,POINT (-8.579034099999999 41.1711627),3,3
-8.5760095,41.174448,4,POINT (-8.5760095 41.174448),4,4
-8.5817286,41.1648012,1,POINT (-8.5817286 41.1648012),1,1
-8.5822508,41.1675194,3,POINT (-8.582250800000001 41.1675194),1,2
-8.5841683,41.1677204,3,POINT (-8.5841683 41.1677204),3,2
-8.6101283,41.1703101,3,POINT (-8.6101283 41.1703101),2,2
-8.6062487,41.164361,3,POINT (-8.6062487 41.164361),1,2
-8.6123058,41.1683638,3,POINT (-8.6123058 41.1683638),3,3
-8.6230318,41.1705142,3,POINT (-8.6230318 41.1705142),1,2
-8.6228993,41.1691637,3,POINT (-8.6228993 41.1691637),3,3
-8.6261528,41.1716148,3,POINT (-8.6261528 41.1716148),3,3
-8.627145,41.1481224,1,POINT (-8.627145000000001 41.1481224),1,1
-8.6290837,41.1513364,3,POINT (-8.629083700000001 41.1513364),2,3
-8.6254981,41.1488361,4,POINT (-8.6254981 41.1488361),3,2
-8.594235,41.1556393,1,POINT (-8.594234999999999 41.1556393),1,1
-8.5947889,41.1551624,3,POINT (-8.594788899999999 41.1551624),3,3
-8.5954715,41.1547249,3,POINT (-8.5954715 41.1547249),1,2
-8.6077198,41.1665447,3,POINT (-8.6077198 41.1665447),2,2
-8.6075552,41.1679799,3,POINT (-8.6075552 41.1679799),2,2
-8.6081654,41.1669871,3,POINT (-8.608165400000001 41.1669871),2,2
-8.6086843,41.1673724,3,POINT (-8.6086843 41.1673724),2,2
-8.6743243,41.1520068,3,POINT (-8.6743243 41.1520068),2,1
-8.6745546,41.1506909,4,POINT (-8.6745546 41.1506909),2,2
-8.6744762,41.1498901,3,POINT (-8.674476200000001 41.1498901),1,2
-8.6648766,41.152335,3,POINT (-8.664876599999999 41.152335),2,2
-8.6728346,41.1555741,3,POINT (-8.6728346 41.1555741),2,1
-8.6759385,41.1595736,3,POINT (-8.675938500000001 41.1595736),3,3
-8.6716353,41.1556787,4,POINT (-8.6716353 41.1556787),2,2
-8.6549801,41.1521406,3,POINT (-8.6549801 41.1521406),2,3
-8.6515692,41.1614868,3,POINT (-8.651569200000001 41.1614868),2,2
-8.6522628,41.1574354,4,POINT (-8.652262800000001 41.1574354),2,4
-8.6537976,41.1599988,3,POINT (-8.653797600000001 41.1599988),2,2
-8.6526535,41.1584699,4,POINT (-8.6526535 41.1584699),3,3
-8.6409629,41.1586844,3,POINT (-8.6409629 41.1586844),2,2
-8.639464,41.1576583,3,POINT (-8.639464 41.1576583),1,2
-8.637989,41.1571299,3,POINT (-8.637988999999999 41.1571299),2,1
-8.638156,41.1543751,3,POINT (-8.638156 41.1543751),1,2
-8.6378318,41.1550394,3,POINT (-8.637831800000001 41.1550394),2,1
-8.6363835,41.1579269,4,POINT (-8.636383500000001 41.1579269),3,3
-8.6528242,41.1570522,3,POINT (-8.6528242 41.1570522),3,2
-8.6528068,41.1568967,3,POINT (-8.6528068 41.1568967),2,3
-8.6550349,41.1556651,3,POINT (-8.6550349 41.1556651),3,3
-8.6549367,41.1523764,3,POINT (-8.6549367 41.1523764),2,1
-8.6539888,41.1534918,3,POINT (-8.6539888 41.1534918),3,3
-8.6517801,41.1532029,3,POINT (-8.6517801 41.1532029),3,2
-8.6385615,41.1566662,3,POINT (-8.6385615 41.1566662),2,1
-8.6393106,41.1561192,4,POINT (-8.6393106 41.1561192),3,3
-8.6373253,41.1580897,3,POINT (-8.637325300000001 41.1580897),2,3
-8.6404296,41.1555883,3,POINT (-8.640429599999999 41.1555883),1,2
-8.6247325,41.16186,3,POINT (-8.6247325 41.16186),3,3
-8.627823,41.1623574,3,POINT (-8.627822999999999 41.1623574),2,2
-8.6609418,41.1504706,3,POINT (-8.6609418 41.1504706),3,2
-8.6552429,41.1486677,3,POINT (-8.655242899999999 41.1486677),2,3
-8.6556534,41.148427,3,POINT (-8.6556534 41.148427),2,2
-8.6576739,41.1480208,4,POINT (-8.657673900000001 41.1480208),4,4
-8.6556617,41.1486941,4,POINT (-8.6556617 41.1486941),4,3
-8.6556716,41.1541333,4,POINT (-8.6556716 41.1541333),4,3
-8.6522588,41.1546029,1,POINT (-8.6522588 41.1546029),1,1
-8.6517686,41.1534235,3,POINT (-8.6517686 41.1534235),2,2
-8.6519204,41.153353,3,POINT (-8.6519204 41.153353),2,3
-8.6508505,41.1545611,3,POINT (-8.650850500000001 41.1545611),3,3
-8.6533886,41.1550217,3,POINT (-8.6533886 41.1550217),3,3
-8.6503061,41.1539509,4,POINT (-8.6503061 41.1539509),3,2
-8.6518692,41.1568677,3,POINT (-8.6518692 41.1568677),2,2
-8.6523453,41.1563179,3,POINT (-8.6523453 41.1563179),3,3
-8.6525281,41.1562279,4,POINT (-8.6525281 41.1562279),4,4
-8.6510944,41.1580094,3,POINT (-8.6510944 41.1580094),3,3
-8.6541434,41.1587564,3,POINT (-8.654143400000001 41.1587564),2,2
-8.6504952,41.1582244,3,POINT (-8.6504952 41.1582244),3,3
-8.6521381,41.1575405,3,POINT (-8.6521381 41.1575405),3,2
-8.6648867,41.1578375,3,POINT (-8.6648867 41.1578375),2,2
-8.6648013,41.1581742,4,POINT (-8.664801300000001 41.1581742),2,2
-8.6658602,41.1568196,1,POINT (-8.665860199999999 41.1568196),1,1
-8.6773429,41.1539498,3,POINT (-8.677342899999999 41.1539498),2,2
-8.6763746,41.1530168,4,POINT (-8.676374600000001 41.1530168),3,3
-8.674198,41.1528156,3,POINT (-8.674198000000001 41.1528156),2,3
-8.6752801,41.1518128,3,POINT (-8.6752801 41.1518128),2,2
-8.6760796,41.151363,4,POINT (-8.6760796 41.151363),2,2
-8.6750184,41.1520723,3,POINT (-8.675018400000001 41.1520723),2,2
-8.6746179,41.1523018,3,POINT (-8.674617899999999 41.1523018),2,2
-8.6755517,41.1515111,3,POINT (-8.6755517 41.1515111),2,1
-8.6758824,41.1519193,3,POINT (-8.675882400000001 41.1519193),2,1
-8.675995,41.1520843,4,POINT (-8.675995 41.1520843),2,2
-8.674551,41.1511659,3,POINT (-8.674550999999999 41.1511659),1,2
-8.6718442,41.1513955,3,POINT (-8.671844200000001 41.1513955),2,1
-8.6728915,41.1512097,4,POINT (-8.6728915 41.1512097),3,3
-8.6736633,41.1509455,3,POINT (-8.673663299999999 41.1509455),2,1
-8.6764549,41.1511424,3,POINT (-8.6764549 41.1511424),1,2
-8.6711987,41.1506836,3,POINT (-8.6711987 41.1506836),2,1
-8.6719008,41.1516889,3,POINT (-8.6719008 41.1516889),1,2
-8.6744283,41.1518053,3,POINT (-8.674428300000001 41.1518053),1,2
-8.6734181,41.1518447,3,POINT (-8.673418099999999 41.1518447),2,2
-8.6701531,41.1515533,3,POINT (-8.6701531 41.1515533),3,3
-8.6699186,41.1511343,3,POINT (-8.669918600000001 41.1511343),2,2
-8.6656893,41.1508984,3,POINT (-8.6656893 41.1508984),3,2
-8.6644587,41.1527901,3,POINT (-8.664458700000001 41.1527901),2,2
-8.6648427,41.1523761,3,POINT (-8.664842699999999 41.1523761),2,1
-8.6658887,41.1514684,3,POINT (-8.6658887 41.1514684),2,2
-8.6665825,41.1511592,3,POINT (-8.666582500000001 41.1511592),2,3
-8.6626502,41.1521971,3,POINT (-8.6626502 41.1521971),2,2
-8.6622594,41.15042,4,POINT (-8.6622594 41.15042),3,3
-8.6672984,41.1514136,3,POINT (-8.6672984 41.1514136),3,3
-8.6731734,41.1499151,3,POINT (-8.6731734 41.1499151),1,2
-8.6729301,41.151632,3,POINT (-8.6729301 41.151632),2,2
-8.6395661,41.1573214,3,POINT (-8.6395661 41.1573214),2,1
-8.6400586,41.1573882,3,POINT (-8.6400586 41.1573882),2,1
-8.6410327,41.1564857,3,POINT (-8.6410327 41.1564857),2,3
-8.6399596,41.1577332,3,POINT (-8.639959599999999 41.1577332),2,1
-8.6372278,41.1562186,3,POINT (-8.6372278 41.1562186),2,2
-8.6332797,41.1536545,3,POINT (-8.633279699999999 41.1536545),3,3
-8.6256168,41.1601767,3,POINT (-8.6256168 41.1601767),2,2
-8.6261847,41.1620905,3,POINT (-8.6261847 41.1620905),2,3
-8.6246652,41.1600496,3,POINT (-8.624665200000001 41.1600496),3,2
-8.6285628,41.1599564,1,POINT (-8.628562799999999 41.1599564),1,1
-8.6202759,41.1592408,3,POINT (-8.620275899999999 41.1592408),2,1
-8.6232224,41.1593929,3,POINT (-8.6232224 41.1593929),2,2
-8.67417,41.172811,4,POINT (-8.67417 41.172811),2,2
-8.6732405,41.1721106,3,POINT (-8.6732405 41.1721106),3,3
-8.6712148,41.1708626,3,POINT (-8.6712148 41.1708626),3,3
-8.6645164,41.165615,3,POINT (-8.6645164 41.165615),2,2
-8.6627543,41.1638864,3,POINT (-8.6627543 41.1638864),3,3
-8.6074543,41.1709921,3,POINT (-8.607454300000001 41.1709921),3,2
-8.6085458,41.1710151,3,POINT (-8.6085458 41.1710151),2,2
-8.6083954,41.1706766,3,POINT (-8.608395399999999 41.1706766),2,1
-8.6070512,41.1710158,1,POINT (-8.607051200000001 41.1710158),1,1
-8.6524883,41.1774126,3,POINT (-8.6524883 41.1774126),3,2
-8.6462308,41.1790852,4,POINT (-8.6462308 41.1790852),2,2
-8.6462625,41.1790527,3,POINT (-8.646262500000001 41.1790527),2,1
-8.6471733,41.1788364,4,POINT (-8.6471733 41.1788364),3,2
-8.6522026,41.1778955,3,POINT (-8.652202600000001 41.1778955),2,2
-8.6449399,41.1778883,3,POINT (-8.644939900000001 41.1778883),2,1
-8.6456178,41.1807936,3,POINT (-8.6456178 41.1807936),2,3
-8.6454909,41.1812565,3,POINT (-8.6454909 41.1812565),2,1
-8.6434126,41.1791802,4,POINT (-8.6434126 41.1791802),3,3
-8.6424951,41.1763901,4,POINT (-8.6424951 41.1763901),4,4
-8.642961,41.1763743,1,POINT (-8.642961 41.1763743),1,1
-8.6420909,41.176973,3,POINT (-8.642090899999999 41.176973),2,2
-8.6398664,41.1729808,4,POINT (-8.639866400000001 41.1729808),4,3
-8.6438124,41.1701386,3,POINT (-8.6438124 41.1701386),3,2
-8.6463077,41.1681744,3,POINT (-8.646307699999999 41.1681744),3,3
-8.643381,41.1703609,3,POINT (-8.643381 41.1703609),2,2
-8.6486465,41.1685912,4,POINT (-8.6486465 41.1685912),3,3
-8.657531,41.1700877,3,POINT (-8.657531000000001 41.1700877),3,3
-8.6498122,41.1663173,4,POINT (-8.6498122 41.1663173),4,4
-8.6511915,41.166534,4,POINT (-8.651191499999999 41.166534),3,4
-8.65024,41.1650236,3,POINT (-8.65024 41.1650236),3,3
-8.6597969,41.1662296,3,POINT (-8.6597969 41.1662296),3,3
-8.6410448,41.1649218,3,POINT (-8.6410448 41.1649218),1,1
-8.6426933,41.1651952,3,POINT (-8.642693299999999 41.1651952),2,2
-8.6444751,41.1654216,3,POINT (-8.644475099999999 41.1654216),2,2
-8.6539703,41.1669883,3,POINT (-8.653970299999999 41.1669883),3,3
-8.6551598,41.1671848,4,POINT (-8.6551598 41.1671848),2,4
-8.6605018,41.1665653,3,POINT (-8.6605018 41.1665653),3,3
-8.6579401,41.1653283,3,POINT (-8.657940099999999 41.1653283),3,3
-8.6573438,41.1664439,3,POINT (-8.6573438 41.1664439),2,3
-8.6605041,41.1738726,3,POINT (-8.660504100000001 41.1738726),2,3
-8.6568391,41.1709222,4,POINT (-8.656839099999999 41.1709222),4,3
-8.6579898,41.1717246,3,POINT (-8.657989799999999 41.1717246),2,1
-8.6588749,41.1724257,3,POINT (-8.658874900000001 41.1724257),2,2
-8.660199,41.1735969,3,POINT (-8.660199 41.1735969),2,1
-8.6604891,41.1735816,3,POINT (-8.660489099999999 41.1735816),2,3
-8.6576141,41.1773308,4,POINT (-8.6576141 41.1773308),2,2
-8.6568605,41.1761914,3,POINT (-8.656860500000001 41.1761914),2,2
-8.6566659,41.1758783,3,POINT (-8.6566659 41.1758783),2,2
-8.6551571,41.1733197,3,POINT (-8.6551571 41.1733197),2,1
-8.6619474,41.1742835,3,POINT (-8.661947400000001 41.1742835),2,3
-8.6646499,41.1714399,3,POINT (-8.664649900000001 41.1714399),2,3
-8.6684127,41.1687406,4,POINT (-8.668412699999999 41.1687406),3,3
-8.6593172,41.1762224,3,POINT (-8.6593172 41.1762224),3,2
-8.6619488,41.1747235,4,POINT (-8.661948799999999 41.1747235),4,4
-8.668292,41.171417,3,POINT (-8.668291999999999 41.171417),3,3
-8.6690745,41.1713422,3,POINT (-8.669074500000001 41.1713422),3,3
-8.6710481,41.1707513,3,POINT (-8.6710481 41.1707513),2,3
-8.6608971,41.1754072,4,POINT (-8.6608971 41.1754072),4,4
-8.6051506,41.1802304,3,POINT (-8.6051506 41.1802304),1,2
-8.6035766,41.185828,3,POINT (-8.6035766 41.185828),1,0
-8.6011118,41.1833779,3,POINT (-8.6011118 41.1833779),2,1
-8.6010534,41.1847863,3,POINT (-8.6010534 41.1847863),1,1
-8.601066,41.18452,3,POINT (-8.601065999999999 41.18452),3,3
-8.6026177,41.1846786,3,POINT (-8.6026177 41.1846786),3,3
-8.6133835,41.1838273,4,POINT (-8.613383499999999 41.1838273),3,2
-8.6118178,41.1837866,3,POINT (-8.611817800000001 41.1837866),1,2
-8.6139865,41.1843263,3,POINT (-8.613986499999999 41.1843263),1,1
-8.6167837,41.1828025,3,POINT (-8.616783699999999 41.1828025),2,2
-8.6176697,41.1784569,5,POINT (-8.6176697 41.1784569),3,4
-8.6184577,41.1785902,3,POINT (-8.6184577 41.1785902),3,2
-8.6135384,41.1825532,3,POINT (-8.613538399999999 41.1825532),3,3
-8.616803,41.1822852,3,POINT (-8.616803000000001 41.1822852),3,3
-8.6177844,41.1811149,3,POINT (-8.6177844 41.1811149),3,3
-8.618681,41.1784472,3,POINT (-8.618681 41.1784472),2,3
-8.6198271,41.1760267,3,POINT (-8.6198271 41.1760267),3,2
-8.6196684,41.1715164,3,POINT (-8.6196684 41.1715164),2,3
-8.6020968,41.1850937,1,POINT (-8.6020968 41.1850937),1,1
-8.5993444,41.1829043,3,POINT (-8.5993444 41.1829043),1,1
-8.5995986,41.1772548,3,POINT (-8.5995986 41.1772548),3,3
-8.5866386,41.174221,3,POINT (-8.586638600000001 41.174221),2,2
-8.5859292,41.1757682,3,POINT (-8.585929200000001 41.1757682),3,3
-8.5987414,41.1729881,4,POINT (-8.5987414 41.1729881),4,3
-8.5992093,41.1737693,4,POINT (-8.5992093 41.1737693),3,4
-8.5989768,41.1747749,3,POINT (-8.598976800000001 41.1747749),3,2
-8.5878116,41.172062,3,POINT (-8.5878116 41.172062),2,2
-8.5880079,41.1775001,3,POINT (-8.588007899999999 41.1775001),3,3
-8.5941911,41.1754256,3,POINT (-8.5941911 41.1754256),3,3
-8.5877111,41.1777704,3,POINT (-8.5877111 41.1777704),3,3
-8.5837599,41.1812236,3,POINT (-8.5837599 41.1812236),2,2
-8.5857031,41.1794743,3,POINT (-8.5857031 41.1794743),3,3
-8.5868494,41.1784587,4,POINT (-8.5868494 41.1784587),4,4
-8.587832,41.1762933,4,POINT (-8.587832000000001 41.1762933),4,4
-8.5885687,41.1747312,4,POINT (-8.5885687 41.1747312),4,4
-8.5891971,41.1748892,3,POINT (-8.5891971 41.1748892),2,2
-8.5904626,41.1752997,3,POINT (-8.5904626 41.1752997),2,2
-8.5924272,41.1746915,4,POINT (-8.592427199999999 41.1746915),4,4
-8.5901692,41.1734081,3,POINT (-8.5901692 41.1734081),3,3
-8.592507,41.1743175,3,POINT (-8.592506999999999 41.1743175),3,3
-8.5891334,41.1735714,3,POINT (-8.5891334 41.1735714),3,3
-8.5890239,41.1737913,3,POINT (-8.589023900000001 41.1737913),3,3
-8.5959338,41.1724091,3,POINT (-8.595933799999999 41.1724091),3,3
-8.5980695,41.1732205,3,POINT (-8.598069499999999 41.1732205),1,2
-8.5985032,41.174002,3,POINT (-8.5985032 41.174002),2,1
-8.5896339,41.1796948,3,POINT (-8.589633900000001 41.1796948),1,2
-8.6092111,41.1773276,4,POINT (-8.6092111 41.1773276),3,3
-8.6096949,41.1747329,3,POINT (-8.609694899999999 41.1747329),2,2
-8.5932327,41.1765457,1,POINT (-8.5932327 41.1765457),1,1
-8.613195,41.1765056,3,POINT (-8.613194999999999 41.1765056),2,2
-8.611726,41.1751557,2,POINT (-8.611726000000001 41.1751557),2,2
